axis,left_entry,right_entry,left_value,right_value,fixed_coordinate_1,fixed_coordinate_2,delta_ms,Delta_ms,b_s_mm2,correlation
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,7000.0,0.5777031201913105
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,7500.0,0.5022245438457791
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,8000.0,0.4240093210670109
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,8500.0,0.3581045858693638
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,9000.0,0.3180893576320299
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,9500.0,0.30998739932371433
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,10000.0,0.33214848333805347
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,10500.0,0.3776405111238589
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,11000.0,0.4364371497468071
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,11500.0,0.4972178399925322
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,15.0,40.0,12000.0,0.5492530319610275
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,0.0,
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,500.0,0.5541261772413607
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,1000.0,0.8624047740275305
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,1500.0,0.9093497470076913
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,2000.0,0.8573180977956477
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,2500.0,0.7478956160681063
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,3000.0,0.6196776901750117
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,3500.0,0.5065882901603268
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,4000.0,0.41472279917256644
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,4500.0,0.3371797981343306
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,5000.0,0.27211744757868106
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,5500.0,0.22357857516979582
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,6000.0,0.1954857358446333
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,6500.0,0.18950480203645942
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,7000.0,0.20575228743393825
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,7500.0,0.2432026880243445
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,8000.0,0.2991234409796925
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,8500.0,0.36827553876648284
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,9000.0,0.4429966203526557
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,9500.0,0.514615160340646
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,10000.0,0.5753230228279452
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,10500.0,0.6192103841473487
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,11000.0,0.6420733284119295
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,11500.0,0.6405788842964265
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,20.0,50.0,12000.0,0.611669794476707
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,0.0,
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,500.0,0.553718185879374
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,1000.0,0.6449507539833343
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,1500.0,0.7153432386868529
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,2000.0,0.7792966546597251
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,2500.0,0.8353051990178944
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,3000.0,0.8101991827997508
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,3500.0,0.614121203991885
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,4000.0,0.3377725404976004
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,4500.0,0.09282520185585247
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,5000.0,-0.09430798335461567
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,5500.0,-0.2255099107833313
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,6000.0,-0.31078437971112965
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,6500.0,-0.3626552848307561
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,7000.0,-0.3912522207904519
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,7500.0,-0.40115906993806083
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,8000.0,-0.3896576307312989
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,8500.0,-0.34606413448863094
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,9000.0,-0.2531450703113446
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,9500.0,-0.09408009886120598
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,10000.0,0.12605338643011713
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,10500.0,0.35230476763981305
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,11000.0,0.5147325845528271
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,11500.0,0.6004237308875218
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,25.0,60.0,12000.0,0.637071167122129
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,0.0,
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,500.0,0.4647507900333022
k_io,22,23,0.0,20.0,71535.22183749687,13.50608274053837,30.0,80.0,1000.0,0.3664714986526599
