configuration,n_ensembles,n_walkers,axis_walks,delta_ms,Delta_ms,b_s_mm2,n_cellular_entries,se_min,se_q05,se_q25,se_median,se_q75,se_q95,se_max,se_mean
"80 x 50,000",80,50000,12000000,25.0,60.0,8500.0,24,0.00011811296682400779,0.00011981812225597479,0.0001575470539934407,0.00018360555357341954,0.00023854035861762903,0.0002751037532273505,0.0012191216221463259,0.0002330760412507511
"80 x 50,000",80,50000,12000000,25.0,60.0,9000.0,24,0.0001062208880834713,0.00011014773406869724,0.00015411855593931711,0.00018650222724538333,0.00024126147201518802,0.0002768109751032918,0.0006201269978775993,0.00020694779219390422
"80 x 50,000",80,50000,12000000,25.0,60.0,9500.0,24,9.241179703126859e-05,0.00010074355847102113,0.00015954867583537995,0.00019522435123390833,0.000235011551551939,0.0002676940282699255,0.00028332259190524863,0.00019119662093889343
"80 x 50,000",80,50000,12000000,25.0,60.0,10000.0,24,8.115983083824705e-05,0.00010007355226752154,0.00016052727296722686,0.00019237563665594826,0.0002353603949682964,0.00025754695486178593,0.0002814814621782319,0.000188735439696317
"80 x 50,000",80,50000,12000000,25.0,60.0,10500.0,24,7.795099311363286e-05,0.00010231735194908235,0.0001576251397900058,0.00018072187567604977,0.0002256153978723418,0.00025974508647234635,0.0002757486086323515,0.0001860964722137259
"80 x 50,000",80,50000,12000000,25.0,60.0,11000.0,24,8.208331090947795e-05,0.00010201874918442166,0.0001461673445821785,0.00018188146444465808,0.00022928608712555217,0.0002649135312267862,0.0002667082688295222,0.00018351466426562926
"80 x 50,000",80,50000,12000000,25.0,60.0,11500.0,24,9.08090933156168e-05,9.569000922617476e-05,0.00013129691065248315,0.0001724217096793546,0.00022821190331136687,0.00025523675156650027,0.00027259403655738903,0.0001813072241398741
"80 x 50,000",80,50000,12000000,25.0,60.0,12000.0,24,8.352967194987135e-05,0.0001023159012082563,0.00013505856614767428,0.00018008948115327063,0.00022478385866439522,0.0002469116886471033,0.0002791782340575948,0.00017990496826150086
"80 x 50,000",80,50000,12000000,30.0,80.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"80 x 50,000",80,50000,12000000,30.0,80.0,500.0,24,0.00010830218105254272,0.00011647650720550924,0.00015384431915595238,0.0001903047126298162,0.00020300722905640812,0.00022868136031176285,0.00024439768418837787,0.00017958423116740105
"80 x 50,000",80,50000,12000000,30.0,80.0,1000.0,24,0.00013091555144001724,0.00015437658773019076,0.0001831748762797613,0.00020719519028465443,0.00023567791489619548,0.00027331409285311726,0.0020324349032505382,0.0002842218788541291
"80 x 50,000",80,50000,12000000,30.0,80.0,1500.0,24,9.741518785397386e-05,0.00013074600251411928,0.0001805904257243777,0.00021054378196220435,0.0002642400303718298,0.0004912377226276407,0.0023795710029894113,0.0003105325565596287
"80 x 50,000",80,50000,12000000,30.0,80.0,2000.0,24,8.216637596924213e-05,0.0001146984656797031,0.00015001219423889256,0.00021916863582187242,0.0002545529521133968,0.0008530938733999284,0.0021583383509186063,0.0003124817551501447
"80 x 50,000",80,50000,12000000,30.0,80.0,2500.0,24,8.337590283890878e-05,0.00010471222543282826,0.0001470263873144369,0.00021472824942741066,0.00023968240703119454,0.0007682464453897532,0.0017936025033300496,0.0002963206981034181
"80 x 50,000",80,50000,12000000,30.0,80.0,3000.0,24,0.0001137322254166437,0.00011875865015604355,0.0001461888419216896,0.00020215709240758246,0.00022836216328373885,0.0006803039396151367,0.0014029271516441098,0.0002643977335179959
"80 x 50,000",80,50000,12000000,30.0,80.0,3500.0,24,0.00011674479867332563,0.00012688560762029387,0.00015711239156720804,0.00020622549129502976,0.00022890898818634647,0.00028065783430915493,0.0010119759138900542,0.00022947001515237397
"80 x 50,000",80,50000,12000000,30.0,80.0,4000.0,24,0.00011312098511795007,0.00012137771842768206,0.00016395621451608083,0.00021083954555614837,0.000234382671340932,0.0002596780175918289,0.0006684677624380944,0.00021528736661215748
"80 x 50,000",80,50000,12000000,30.0,80.0,4500.0,24,0.00010276976472620096,0.000109729579637354,0.00016189309353921918,0.00021042446457047325,0.0002337724330680255,0.00027072217848854365,0.0005171664548644485,0.0002077917270959505
"80 x 50,000",80,50000,12000000,30.0,80.0,5000.0,24,9.877595806277526e-05,0.00010298478334843865,0.00016769223363079144,0.00020518035904320238,0.00022143288079295626,0.00028265709956677135,0.000668611422801022,0.0002118405407414084
"80 x 50,000",80,50000,12000000,30.0,80.0,5500.0,24,9.632520036209985e-05,0.00010241151976781614,0.00017139240314236885,0.00019587412977265954,0.00022360321234607029,0.0002838848075633174,0.0009413185011956424,0.00022026310213542553
"80 x 50,000",80,50000,12000000,30.0,80.0,6000.0,24,9.381128334702549e-05,0.00011119967507668238,0.00016428132002881956,0.0001894468024455725,0.00021739577891342275,0.0002758637903398382,0.0012044234705024515,0.00022807479171085552
"80 x 50,000",80,50000,12000000,30.0,80.0,6500.0,24,0.00010628263922352356,0.00012328200844813317,0.00016398965194521813,0.0001836196277912523,0.00021974899056564792,0.00026221563874307297,0.0014142042308489479,0.0002341002334843657
"80 x 50,000",80,50000,12000000,30.0,80.0,7000.0,24,0.000125880352512098,0.00013274974912222962,0.00015142166194057627,0.00018105132811350167,0.000216173126096407,0.00024915399432918746,0.0015555713360870143,0.00023829795791380435
"80 x 50,000",80,50000,12000000,30.0,80.0,7500.0,24,0.00013219295480308712,0.00013847096104809163,0.0001586733315617872,0.0001773956339994754,0.0002126119077394858,0.00024048521266675777,0.0016283234891978308,0.0002410011014062433
"80 x 50,000",80,50000,12000000,30.0,80.0,8000.0,24,0.0001282612457080783,0.0001392560895851475,0.00015920084821256686,0.0001765335051950291,0.00021460997057192116,0.0002324777530385699,0.0016426462032206948,0.00024244420243677294
"80 x 50,000",80,50000,12000000,30.0,80.0,8500.0,24,0.0001213214256736186,0.0001294916074607874,0.00015596946560587015,0.0001829949886419865,0.00021942342958870714,0.00023765112307418668,0.0016142514279032154,0.00024261756686705559
"80 x 50,000",80,50000,12000000,30.0,80.0,9000.0,24,0.00010571130482671354,0.00012036541519509553,0.00016040489336663336,0.00018008959618476755,0.00021718392430263017,0.00025790554393462933,0.0015591442392628183,0.00024148172350800347
"80 x 50,000",80,50000,12000000,30.0,80.0,9500.0,24,8.116153201385648e-05,0.00012036052596297675,0.00015412510458883853,0.0001817281975977005,0.00022204384789878802,0.0002714933569265598,0.0014901156267235506,0.000239192048827406
"80 x 50,000",80,50000,12000000,30.0,80.0,10000.0,24,5.7789401727160095e-05,0.00011523527231423098,0.0001517124130969184,0.0001807090624847307,0.00023589139699496022,0.00027617387083999517,0.001416112477837856,0.0002361987281530127
"80 x 50,000",80,50000,12000000,30.0,80.0,10500.0,24,4.4683786930700764e-05,0.0001090924599492202,0.00015257262855689765,0.0001878164255240318,0.00023313385638660926,0.0002723519884334863,0.0013433603593203444,0.00023324673982293305
"80 x 50,000",80,50000,12000000,30.0,80.0,11000.0,24,5.315198274432219e-05,0.0001029629971790512,0.00014936947329421296,0.0001971784174998792,0.00023128408032350848,0.0002651953792815271,0.001275764119557532,0.00023105736896243063
"80 x 50,000",80,50000,12000000,30.0,80.0,11500.0,24,7.569098282706568e-05,9.91590747711802e-05,0.00014785814985254558,0.00020252350167821159,0.0002299041725842175,0.00027323252870310803,0.0012131435429859503,0.00022941265245348186
"80 x 50,000",80,50000,12000000,30.0,80.0,12000.0,24,9.46417802727876e-05,0.0001034461136949645,0.0001497184069177863,0.000199715711046248,0.0002271342588737942,0.00028076943932664174,0.0011484195994097917,0.00022769252679530076
"100 x 40,000",100,40000,12000000,5.0,15.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100 x 40,000",100,40000,12000000,5.0,15.0,500.0,24,8.630091326763941e-05,9.355975826542363e-05,0.00015204423368131916,0.00017689550580267773,0.0001956615963847567,0.00023269056786196152,0.00027425981578195783,0.0001719435023194713
"100 x 40,000",100,40000,12000000,5.0,15.0,1000.0,24,0.00012848837630276196,0.00013411448235671114,0.00017661375087384747,0.00021754542063975163,0.0002680415456328051,0.0016409575962832807,0.0018591306511487901,0.0003757809134193522
"100 x 40,000",100,40000,12000000,5.0,15.0,1500.0,24,0.00012529789921610364,0.00012865170487907056,0.00017314009019346878,0.00023186348453217275,0.0002803001066474494,0.0016976768862765946,0.002556031736839897,0.00047690010555580573
"100 x 40,000",100,40000,12000000,5.0,15.0,2000.0,24,0.0001215665416732097,0.00012376394056755333,0.0001727156266381946,0.00021997898640357738,0.0002617400742359138,0.0015461212321498065,0.0024198672637647635,0.0004586114148456607
"100 x 40,000",100,40000,12000000,5.0,15.0,2500.0,24,0.00013487126176937273,0.00015460067597762486,0.00017054582722762614,0.0002019766632897568,0.0002586798462981052,0.0013063723085389892,0.0016411297435175054,0.0003598699877534542
"100 x 40,000",100,40000,12000000,5.0,15.0,3000.0,24,0.00011738297133982443,0.0001472976944987727,0.0001881086488509457,0.00020417895400336096,0.00024572265775180677,0.00027156041320471584,0.0002868679354926023,0.00021029391390047837
"100 x 40,000",100,40000,12000000,5.0,15.0,3500.0,24,8.27951427704328e-05,0.00013964795307780622,0.0001762406374242897,0.0002105661935458242,0.00022909719284834829,0.000256983754621449,0.0002616013790390285,0.0002017006522639658
"100 x 40,000",100,40000,12000000,5.0,15.0,4000.0,24,7.984418832972149e-05,0.0001333645544636177,0.00016978483858127565,0.00019078273031056188,0.00022466805436551694,0.0002586561373454426,0.0002823898872421152,0.00019551495406735736
"100 x 40,000",100,40000,12000000,5.0,15.0,4500.0,24,9.223368384961638e-05,0.00012693628607982882,0.00016266711927167995,0.00019399763065434836,0.0002185491831535079,0.00026542983485662906,0.00028810652319856314,0.00019377223837307688
"100 x 40,000",100,40000,12000000,5.0,15.0,5000.0,24,0.00010359347762709263,0.00011666222705090088,0.00015786084749069642,0.00020070993550779838,0.00021745458475152117,0.0002766216915468383,0.0002805473902757885,0.00019428205159638788
"100 x 40,000",100,40000,12000000,5.0,15.0,5500.0,24,0.00011150608144814424,0.00011679760230275343,0.0001542618343039346,0.00019611897646952604,0.00022758412198047007,0.00027546411182330263,0.0003982221728233421,0.00019781845297495867
"100 x 40,000",100,40000,12000000,5.0,15.0,6000.0,24,0.00011123505265567606,0.00012201341977292435,0.00014562798945257565,0.00019182479684694569,0.00023514092680612778,0.0002787597085992334,0.0006575745492188112,0.00020486357691401562
"100 x 40,000",100,40000,12000000,5.0,15.0,6500.0,24,0.00010989071397548605,0.00012003397886736991,0.000134245906719682,0.00018088878403884284,0.0002349420691940871,0.00026669055533257,0.0005987256544926827,0.00019820115794158902
"100 x 40,000",100,40000,12000000,5.0,15.0,7000.0,24,0.0001036920079414815,0.00011115338101418549,0.000142721066808908,0.0001741611927724272,0.00022546075514935063,0.0002515157621834602,0.00028728618497416005,0.00018251102522676222
"100 x 40,000",100,40000,12000000,5.0,15.0,7500.0,24,8.739333932195328e-05,0.00011404255433303332,0.00015093268680059984,0.0001766596819229999,0.00021205496060406855,0.00025062230893523665,0.00027663779069018996,0.0001811446737572367
"100 x 40,000",100,40000,12000000,5.0,15.0,8000.0,24,8.026387315467987e-05,0.00011417826663283657,0.00015394303176345994,0.00018244310407232022,0.00020830403932521133,0.0002445222559916173,0.00026469833354104727,0.00018073814791316162
"100 x 40,000",100,40000,12000000,5.0,15.0,8500.0,24,7.986915175444122e-05,0.00011152165862867501,0.00014753744883180215,0.00017884430012451356,0.0002178430120011882,0.00024189770000860645,0.00025249297686997905,0.0001805863235678721
"100 x 40,000",100,40000,12000000,5.0,15.0,9000.0,24,8.54571311557069e-05,0.00011010479380840142,0.00014103820229948883,0.00018558263493235653,0.00021992486968125315,0.0002421450934739864,0.0002608300536049035,0.00018045688914779888
"100 x 40,000",100,40000,12000000,5.0,15.0,9500.0,24,9.67550850685179e-05,0.00010892770681170702,0.0001350766846647875,0.00018683692058209684,0.00021892762123423273,0.0002398595623786032,0.00028349742724833986,0.0001805134583960155
"100 x 40,000",100,40000,12000000,5.0,15.0,10000.0,24,0.00010763628542692938,0.00011158574762164266,0.00013097392237347422,0.0001840743272900715,0.000216488360552665,0.00024068622645602873,0.0008845288219072094,0.00020521922736181392
"100 x 40,000",100,40000,12000000,5.0,15.0,10500.0,24,0.0001149681823384133,0.00012014453339010058,0.0001391889945248796,0.00018793227948738067,0.00021379047668615975,0.00023646870346951808,0.0012008414719939843,0.0002189733355524562
"100 x 40,000",100,40000,12000000,5.0,15.0,11000.0,24,0.00012295988201776843,0.00012689311757562571,0.0001510040796026501,0.00018828477556387835,0.000209197170513029,0.00022772282188519754,0.0012897425247439152,0.00022412163713090953
"100 x 40,000",100,40000,12000000,5.0,15.0,11500.0,24,9.867821016912907e-05,0.00012664817490576236,0.00014604905669889952,0.00019046290258048333,0.00021443005586503397,0.00023146868026893962,0.0011786619264178542,0.00022137987975576635
"100 x 40,000",100,40000,12000000,5.0,15.0,12000.0,24,7.832576466368829e-05,0.00011741886118159096,0.00015292191397535957,0.00019144100644070478,0.00022110775248248936,0.0002459271876986771,0.0008140692347402326,0.0002082313252931841
"100 x 40,000",100,40000,12000000,7.0,25.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100 x 40,000",100,40000,12000000,7.0,25.0,500.0,24,0.00011013099265869773,0.00013456199204783426,0.0001510889968531638,0.00017373735216723134,0.00018769202726857882,0.0002246239197395,0.00023142336487826538,0.00017231533479999822
"100 x 40,000",100,40000,12000000,7.0,25.0,1000.0,24,9.513511743296245e-05,0.000130537619591751,0.00016868987041511086,0.0001953453826731643,0.00024142921960823447,0.0003646503980600521,0.0014981236362519032,0.0002560068758586328
"100 x 40,000",100,40000,12000000,7.0,25.0,1500.0,24,9.210340575984121e-05,0.00014601833522623353,0.00016807004277829678,0.00019571964093533428,0.00026413970802409426,0.0007698561345614047,0.0023805898064449926,0.00031977630527137125
"100 x 40,000",100,40000,12000000,7.0,25.0,2000.0,24,0.00013641970490540736,0.000145611919250413,0.00017658174858870452,0.0002000742549227516,0.0002573752369637251,0.0012298725110252355,0.002711580294183993,0.00036116845633724705
"100 x 40,000",100,40000,12000000,7.0,25.0,2500.0,24,0.00015326038939005338,0.00016596785318464288,0.00018637181715457494,0.00020424347348176568,0.0002493711284320369,0.0015577866146812913,0.0026828011553942347,0.00037699564014551584
"100 x 40,000",100,40000,12000000,7.0,25.0,3000.0,24,0.0001426233716264957,0.000154139168865268,0.00019386200730055208,0.00020948324628551135,0.0002415777117144566,0.0015770383123116251,0.002415288810192635,0.00036799475041683367
"100 x 40,000",100,40000,12000000,7.0,25.0,3500.0,24,0.00013440502685135776,0.00014111287647130638,0.0001888453948116918,0.00021442839224266236,0.00023103858773382394,0.001443570693773942,0.0020226002503517587,0.0003727069384322733
"100 x 40,000",100,40000,12000000,7.0,25.0,4000.0,24,0.0001242030600169582,0.00013978175090837753,0.00017850557295326277,0.00020823388167623988,0.00023950205738417965,0.0014614905454664044,0.0016214771617813811,0.00035237841454680593
"100 x 40,000",100,40000,12000000,7.0,25.0,4500.0,24,0.00011696001463850805,0.00014334683675974497,0.0001747385692943204,0.0002051424971128135,0.00023420313813459845,0.0010788472201924868,0.0016925962497514894,0.00032161541983972844
"100 x 40,000",100,40000,12000000,7.0,25.0,5000.0,24,0.00011951959247714088,0.00014596540203238705,0.000183325692657796,0.00020390989232409466,0.00022540721350289438,0.0006313932785005845,0.0015230998308958662,0.00028695190657954925
"100 x 40,000",100,40000,12000000,7.0,25.0,5500.0,24,0.00013283397697254305,0.00014783107338450145,0.00018710631531375463,0.00019414085609332149,0.00023531779452982935,0.00028506165013860926,0.0011967879125885075,0.00024595914017697313
"100 x 40,000",100,40000,12000000,7.0,25.0,6000.0,24,0.00015009717053922396,0.00015175122996384687,0.000176520270223802,0.00020827741519408193,0.00022992673341254197,0.00027516249484912426,0.000679173359126093,0.00022381038085799823
"100 x 40,000",100,40000,12000000,7.0,25.0,6500.0,24,0.00015090557591052132,0.00015696513905302367,0.00016646532695633343,0.00020834737967381485,0.000231476024812871,0.00026740103708216737,0.00027463594473610734,0.0002055819383101588
"100 x 40,000",100,40000,12000000,7.0,25.0,7000.0,24,0.00013330247898907062,0.00015563906588105786,0.00016651323089767112,0.00019673591878184533,0.0002389357956124879,0.00026389418195559754,0.00027621636470727607,0.000202227630822937
"100 x 40,000",100,40000,12000000,7.0,25.0,7500.0,24,0.00012229044711029098,0.00014777389139725632,0.00016649133584558157,0.0001819163432671529,0.00023348948193288843,0.00026289470192766655,0.000633324725351111,0.00021240334328203017
"100 x 40,000",100,40000,12000000,7.0,25.0,8000.0,24,0.0001274942310514734,0.0001349886452520866,0.00016643313576866452,0.00018658806009293704,0.00023148744370974538,0.0002623999587274599,0.0009586302836121714,0.00022182023582019688
"100 x 40,000",100,40000,12000000,7.0,25.0,8500.0,24,0.00011932188457027111,0.00013050614363188757,0.00016055878605207154,0.00017775820556420317,0.00022265044703422736,0.0002609863209326216,0.0010411227623212272,0.00022205823569319206
"100 x 40,000",100,40000,12000000,7.0,25.0,9000.0,24,0.00010555164293917422,0.00013298999761619668,0.00015619537501254508,0.000175501056287357,0.00021889063980052675,0.0002638171891826667,0.000991476412708522,0.00021760381166423075
"100 x 40,000",100,40000,12000000,7.0,25.0,9500.0,24,9.384816216244126e-05,0.00013194708976657112,0.00015373434498523758,0.00017871696718620714,0.00020818515888033884,0.00026655855963202515,0.0008485347669582024,0.00020982456778643557
"100 x 40,000",100,40000,12000000,7.0,25.0,10000.0,24,8.570148288228128e-05,0.00011894627177080498,0.00015699570010187933,0.00017564810300367496,0.00021903939430390458,0.00026323828491470815,0.0006068361658865889,0.00019846317283985228
"100 x 40,000",100,40000,12000000,7.0,25.0,10500.0,24,8.330370673155277e-05,0.00011075399134702669,0.00015495363555412036,0.00017627972795560278,0.00022372725177775946,0.00025900353390774907,0.000286153369464563,0.0001846792564855825
"100 x 40,000",100,40000,12000000,7.0,25.0,11000.0,24,8.810554294671849e-05,0.00010776058593184135,0.00015653506516657444,0.00018209497752365674,0.00022172799587407538,0.00026223576414355544,0.000276801519502999,0.0001851642628031057
"100 x 40,000",100,40000,12000000,7.0,25.0,11500.0,24,9.958453429650456e-05,0.00010832516379857113,0.00016037811717659094,0.00018687803127362488,0.00021348612986582776,0.0002663627016911341,0.00026930855106265835,0.00018689383741024576
"100 x 40,000",100,40000,12000000,7.0,25.0,12000.0,24,0.00010266929258379789,0.00011952342365151856,0.00016052307024488758,0.0001933849424241886,0.00020857037918834442,0.00025962103721628986,0.00027729243488812,0.0001893187140406669
"100 x 40,000",100,40000,12000000,10.0,30.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100 x 40,000",100,40000,12000000,10.0,30.0,500.0,24,0.00011168042706047549,0.00011496494852738773,0.00015561704171741548,0.0001739833086838516,0.00018988206476417893,0.00020820740844711654,0.000224807212609925,0.00017006478814233432
"100 x 40,000",100,40000,12000000,10.0,30.0,1000.0,24,0.00010917980794609946,0.00013877767025717466,0.00017418428085319627,0.00021070357713049516,0.0002436573356392118,0.0002735040671144012,0.0004492656990755187,0.0002143563891962072
"100 x 40,000",100,40000,12000000,10.0,30.0,1500.0,24,0.00010393076102046373,0.00013487512403705486,0.00017407339269311195,0.00022414769749168274,0.00026487696773365985,0.001143461707466259,0.0015272014436582219,0.00032288976659550705
"100 x 40,000",100,40000,12000000,10.0,30.0,2000.0,24,0.00011278510788777217,0.00013414718336939087,0.00017894354559196463,0.00022119378426097166,0.00026087772957095813,0.0017535129897456004,0.00214169197975932,0.0003781547173602609
"100 x 40,000",100,40000,12000000,10.0,30.0,2500.0,24,0.00012947895247082883,0.0001346985756581534,0.0001785695591027202,0.0002179245621005251,0.000249650055273532,0.0018791195143577977,0.002370074439295241,0.00040143776934147734
"100 x 40,000",100,40000,12000000,10.0,30.0,3000.0,24,0.0001308804893540225,0.00013539704322320498,0.00018395384819674626,0.00021883494134953006,0.00023715367109518483,0.0016278668568895306,0.0023097067904859245,0.000384357701185213
"100 x 40,000",100,40000,12000000,10.0,30.0,3500.0,24,0.00011616279903301745,0.00013605115776274706,0.0001810307745750471,0.00020128611662361992,0.0002416499731120799,0.0010320325633003434,0.0020463084237234788,0.000338353396732645
"100 x 40,000",100,40000,12000000,10.0,30.0,4000.0,24,9.925587890555147e-05,0.00014298711858707784,0.00015734300380279657,0.00021274015711693014,0.00023747500732051576,0.0006371024113744463,0.0016470351880693277,0.00027997222788426975
"100 x 40,000",100,40000,12000000,10.0,30.0,4500.0,24,0.00010084116599978033,0.00010776910918230945,0.0001614107953788383,0.0002086604309800135,0.00023653059908223997,0.0005125959454627506,0.0011370124604036169,0.0002485570308175934
"100 x 40,000",100,40000,12000000,10.0,30.0,5000.0,24,8.021568775777908e-05,0.00010361975867490853,0.0001528919123379368,0.00020501900792083483,0.0002528873243374199,0.00029209613043208667,0.0003500627857685061,0.0002045207936215411
"100 x 40,000",100,40000,12000000,10.0,30.0,5500.0,24,9.011362840149956e-05,0.0001239920744211931,0.0001538036144383232,0.00020407273241626018,0.0002516085803617596,0.00028085636881866756,0.0005739261972403019,0.00021605317548286748
"100 x 40,000",100,40000,12000000,10.0,30.0,6000.0,24,0.00012631329178644534,0.0001326978889704877,0.00016973251428064486,0.00020391617333411,0.0002489895365293379,0.0002756832207852993,0.0009243721991317194,0.00023397719284630006
"100 x 40,000",100,40000,12000000,10.0,30.0,6500.0,24,0.00013809670456235278,0.00015884746847308695,0.0001808706610138104,0.00019813490758744832,0.0002487636366176216,0.0002763557763055635,0.0010511145930108927,0.00024113129939110954
"100 x 40,000",100,40000,12000000,10.0,30.0,7000.0,24,0.0001497758835177977,0.00015734253556628868,0.00018292374785357405,0.0001975224412747034,0.00024334104719480552,0.00027537933339224206,0.0009908442188446638,0.00023850471281511366
"100 x 40,000",100,40000,12000000,10.0,30.0,7500.0,24,0.000148394114026427,0.0001502985991553652,0.00018089353644523554,0.00020630118737190455,0.00022984279547728085,0.00027298145761370967,0.0007092300544148656,0.00022566786027145981
"100 x 40,000",100,40000,12000000,10.0,30.0,8000.0,24,0.0001346016314510395,0.00014583901132077002,0.00017770529086866618,0.00020736358895671653,0.0002342866036156378,0.00027701912333404435,0.00028177988945068917,0.00020728290782522896
"100 x 40,000",100,40000,12000000,10.0,30.0,8500.0,24,0.00012527542021097989,0.00015021705115337054,0.00017958030099689504,0.000203951924875387,0.0002433936712159249,0.00026241924164673746,0.00028424814717083977,0.00020734322030837573
"100 x 40,000",100,40000,12000000,10.0,30.0,9000.0,24,0.0001158472710059677,0.0001415932905032606,0.000190136474522409,0.00021058907196230071,0.00024191368610768018,0.00025966293047281395,0.000286875662106849,0.00020857226302790343
"100 x 40,000",100,40000,12000000,10.0,30.0,9500.0,24,0.00010079115700635593,0.00012804970186718366,0.00019382252836372486,0.00021375492288987517,0.0002392589938658088,0.00026498326784736397,0.0002856761947427919,0.00021021887105012862
"100 x 40,000",100,40000,12000000,10.0,30.0,10000.0,24,8.016457485168709e-05,0.00011355324922172048,0.00019315661161680637,0.0002093676771084435,0.00025679409050539546,0.0002752628461175337,0.0002807672251285784,0.0002116968519145512
"100 x 40,000",100,40000,12000000,10.0,30.0,10500.0,24,6.527975682454178e-05,0.00010170246020580704,0.00018682990045597984,0.00020611879839917032,0.000261007184487155,0.0002840793797437651,0.00028597377484467087,0.00021314803620126987
"100 x 40,000",100,40000,12000000,10.0,30.0,11000.0,24,7.77572949084779e-05,9.278339563301426e-05,0.00017905558106600517,0.00021188604141904153,0.00026480709760714365,0.00043572533047115894,0.0009987151110469102,0.0002555089587756862
"100 x 40,000",100,40000,12000000,10.0,30.0,11500.0,24,8.572764132074744e-05,0.00011482073468988383,0.0001779015707868973,0.00022214802908319102,0.00025953583365003434,0.000599037923392458,0.001414717274252901,0.0002943342756995973
"100 x 40,000",100,40000,12000000,10.0,30.0,12000.0,24,8.911007919481434e-05,0.000125220544808434,0.00017802431024498415,0.00023112713590605984,0.00026511331696190673,0.0007520784729502285,0.0016878572665472047,0.0003027219953172926
"100 x 40,000",100,40000,12000000,12.0,36.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100 x 40,000",100,40000,12000000,12.0,36.0,500.0,24,9.628584142562867e-05,0.0001245821109249645,0.00014413446440725934,0.00016645148393429777,0.00017891505982499834,0.0002124684541947044,0.00023874393474154578,0.00016494895771582398
"100 x 40,000",100,40000,12000000,12.0,36.0,1000.0,24,0.00011590599875604176,0.00015315696217088525,0.00019728712387234013,0.00022222084228088344,0.00023036583089659448,0.00028227011343795954,0.0002835727252995759,0.0002146546622254866
"100 x 40,000",100,40000,12000000,12.0,36.0,1500.0,24,0.00016162825047070711,0.00016666073457514882,0.00020792580346305488,0.00024224817309952156,0.0002623814391129226,0.00027317905508203157,0.0011956784845351626,0.0002716182300379441
"100 x 40,000",100,40000,12000000,12.0,36.0,2000.0,24,0.00013545639497631888,0.00014013591995034282,0.00019823018359022948,0.0002461859178327726,0.00028033121623350146,0.0003282826953813366,0.0014965554568455277,0.00028475980265250906
"100 x 40,000",100,40000,12000000,12.0,36.0,2500.0,24,8.889180670308301e-05,0.00012766596627988272,0.0001959549722015225,0.00021426391534668275,0.000270767773722581,0.0009765646322423857,0.0015003364691842129,0.0003265005092624879
"100 x 40,000",100,40000,12000000,12.0,36.0,3000.0,24,0.0001217891851019935,0.0001406215065968257,0.00016698733966024105,0.00020528057075072355,0.00025796614351159377,0.0012940361182478518,0.0013012204487211642,0.00033597182054499194
"100 x 40,000",100,40000,12000000,12.0,36.0,3500.0,24,0.00012579090276842937,0.00014824025537602786,0.00018054229018585693,0.0001992371912075957,0.00024287778563400128,0.001308509928009312,0.0014250217968031142,0.0003296419875689017
"100 x 40,000",100,40000,12000000,12.0,36.0,4000.0,24,0.00011424294399451092,0.00014779294636613774,0.00018017879544177427,0.00020455343539285377,0.0002429490739638244,0.0011722414743198665,0.001327995763362475,0.0003062606992617802
"100 x 40,000",100,40000,12000000,12.0,36.0,4500.0,24,0.0001236592977035916,0.0001423399712012203,0.0001849048673955839,0.00021179227469723757,0.00026187535806635766,0.0008397354552778421,0.001013746136987438,0.00028244436456714754
"100 x 40,000",100,40000,12000000,12.0,36.0,5000.0,24,0.00013277003366675557,0.0001434657080806176,0.00017735480701164594,0.00021474634709735485,0.00027486737136244674,0.0004980488232741425,0.001059102565460204,0.0002643532051513858
"100 x 40,000",100,40000,12000000,12.0,36.0,5500.0,24,0.00012169690048661834,0.00013374909633630098,0.00017616822300456578,0.00021317096259776018,0.00027088887555749613,0.0006042782032381017,0.0012850509500651858,0.0002807504704863786
"100 x 40,000",100,40000,12000000,12.0,36.0,6000.0,24,0.00011811543480807609,0.0001221875286123353,0.0001821920708657586,0.00020791756174912758,0.00025426052852836503,0.0007222783042498725,0.0013360753565715797,0.00027900470258269934
"100 x 40,000",100,40000,12000000,12.0,36.0,6500.0,24,0.00010571806632888433,0.000126275748911846,0.00017018410391758876,0.0002082085094455984,0.00024178260097415297,0.0010702269654092483,0.0012678465094973328,0.0002901338881101786
"100 x 40,000",100,40000,12000000,12.0,36.0,7000.0,24,0.00010204525526499256,0.00012429008613753213,0.00015708436001840822,0.00020846727400529387,0.00023885580921642716,0.0010143227863363149,0.0013634376766322894,0.0002820773613672527
"100 x 40,000",100,40000,12000000,12.0,36.0,7500.0,24,0.00011105157148730895,0.00012778279757412922,0.00015132527681902116,0.00020635134388968075,0.00022876999656516676,0.0009246057330134621,0.0014162073560238123,0.00027681135921344487
"100 x 40,000",100,40000,12000000,12.0,36.0,8000.0,24,0.000128757962274635,0.00013617030290950325,0.0001565203752311408,0.00019663496151596315,0.00022834994640153524,0.000919378952487621,0.0013830053091554032,0.00027540417876174616
